,loss,mae,mse,val_loss,val_mae,val_mse,epoch
0,0.08539140969514847,0.8105252737551928,1.0791787705125289,0.04921989515423775,0.6242068000137806,0.6220422654566355,0
1,0.04095623642206192,0.5785814617574215,0.5176059398079291,0.033856719732284546,0.5135362563282252,0.4278820703946054,1
2,0.031671494245529175,0.5010071457177401,0.40026513606235387,0.028756212443113327,0.4334616380184889,0.3634217082212214,2
3,0.026183491572737694,0.4377243993803859,0.3309076210835483,0.02257363125681877,0.41786495704203847,0.2852861161644571,3
4,0.023555707186460495,0.4185240814089775,0.2976976163151674,0.02853969670832157,0.43811809938400986,0.3606854004921857,4
5,0.020371796563267708,0.3776534441113472,0.2574592742614914,0.01592029631137848,0.3551246076822281,0.20120110279060902,5
6,0.017377333715558052,0.34884871602058415,0.21961517793056556,0.018639780580997467,0.3689779795333743,0.23557001297716051,6
7,0.011897945776581764,0.2803760638833046,0.15036653617308476,0.01083484198898077,0.2681713637709618,0.13693099215771073,7
8,0.010303053073585033,0.2492317555099726,0.1302102423202945,0.010283694602549076,0.2533110956847668,0.1299655894793803,8
9,0.008937973529100418,0.23409003853797913,0.11295833291010932,0.007740821689367294,0.2146339506469667,0.0978286980307661,9
10,0.00892714038491249,0.22969020791351796,0.11282142336303369,0.012952347286045551,0.31144954651594164,0.16369207703964786,10
11,0.0074641527608036995,0.20315641952678562,0.09433214919485618,0.007203082554042339,0.22120597813278436,0.09103273739505094,11
12,0.00674459571018815,0.2002691978774965,0.08523836331521162,0.005423079710453749,0.18424275510013105,0.06853701695770724,12
13,0.005785372573882341,0.182258389480412,0.07311568322303938,0.007954753935337067,0.22454472050070765,0.10053237910363824,13
14,0.006605395115911961,0.20256141973659397,0.08347914860977326,0.005585218779742718,0.20058939697220923,0.07058613456885797,14
15,0.004811583086848259,0.16601401319727302,0.06080890734116547,0.004980421159416437,0.18504043199121953,0.06294268712323392,15
16,0.004345372319221497,0.15528168858960273,0.054916924004629254,0.004366215784102678,0.17088558722287417,0.05518034423488426,16
17,0.004537693690508604,0.16134845361113548,0.057347486302990004,0.004634911194443703,0.17277652060613036,0.05857612354815938,17
18,0.0037640160880982876,0.1388258680701256,0.047569729421788366,0.0026559510733932257,0.11058341531082988,0.03356597606432042,18
19,0.0034553122241050005,0.14106850661337375,0.0436683222710446,0.003915114793926477,0.16261346384882927,0.049479318643512675,19
20,0.003375585423782468,0.1350298705883324,0.04266073297539843,0.003181302919983864,0.1339052537083626,0.04020538583532907,20
21,0.003586804261431098,0.13378153380006552,0.045330121926072754,0.004337690304964781,0.1834154924377799,0.05481983851640253,21
22,0.003060625633224845,0.13192072916775943,0.03868026326833642,0.003919823560863733,0.15861587522551418,0.04953882815778488,22
23,0.0027116122655570507,0.120111463945359,0.034269423602416645,0.002626813482493162,0.13232653364539146,0.03319773446208565,23
24,0.0019111287547275424,0.09820379627868533,0.02415289298046555,0.002159646712243557,0.10538253734819591,0.02729366914050188,24
25,0.002254708204418421,0.11039731233380735,0.028495058655145115,0.002815067069604993,0.1326579896360636,0.03557688800234464,25
26,0.002065901877358556,0.11116253625601531,0.026108919573604363,0.002184988697990775,0.10767249458469451,0.027613941789924868,26
27,0.0020468109287321568,0.10647594613954425,0.025867647687590218,0.003447307739406824,0.13637581128627063,0.04356716139331693,27
28,0.00276443874463439,0.1282450480386615,0.03493704596565804,0.0050983489491045475,0.18580980772152544,0.064433061477507,28
29,0.002088672947138548,0.11611077636480333,0.026396700922760648,0.0036095543764531612,0.164937178529799,0.04561763844847447,29
30,0.0018024853197857738,0.10649110984057189,0.022779854533585605,0.0016447113594040275,0.09872824843972922,0.020785903277932085,30
31,0.0011810259893536568,0.07945146303623915,0.014925835979101248,0.0020491189789026976,0.11512145413085818,0.025896816883346767,31
32,0.001151799107901752,0.07849954018369318,0.01455646592064004,0.0017894681077450514,0.09356275686062873,0.022615342682384656,32
33,0.001106458599679172,0.07846229310147465,0.013983451444210369,0.0027009176556020975,0.13503629364073277,0.0341342648544407,33
34,0.0012436546385288239,0.08537202084437014,0.01571733841309324,0.0030932282097637653,0.1316775007545948,0.03909229838821921,34
35,0.0012994136195629835,0.09030228302814067,0.016422021809377477,0.0016129266005009413,0.10184515049681069,0.02038420670029591,35
36,0.0011111922794952989,0.08553809978999198,0.014043275808068575,0.0013696206733584404,0.08587830305099488,0.017309300310420803,36
37,0.0009033847600221634,0.0737819604948163,0.011416999181779103,0.0014211698435246944,0.08404445537365973,0.017960780011711176,37
38,0.0009255832992494106,0.07689539940096438,0.011697544875496534,0.0017934780335053802,0.11052740894258023,0.022666020224391834,38
39,0.0008273277780972421,0.07118588190525771,0.010455789142787398,0.0016567837446928024,0.09374552249908448,0.020938474385021257,39
40,0.0007828663219697773,0.06902654439210892,0.009893884148712095,0.0013539129868149757,0.07820058351382614,0.017110786175192336,40
41,0.0006402764702215791,0.06385831142775715,0.008091830037572072,0.00115554581861943,0.0725728639215231,0.014603816944357823,41
42,0.0006229652790352702,0.06089074864983559,0.007873050770579721,0.0015863809967413545,0.09611514545045793,0.02004872122508241,42
43,0.0008051173645071685,0.07447792139835656,0.01017509338057571,0.0014970471384003758,0.09891269599087536,0.018919719161282413,43
44,0.0006678355857729912,0.06661899894475937,0.008440122828888707,0.0012142934137955308,0.07585634155198932,0.015346270520883264,44
45,0.0007295709219761193,0.06831170501187445,0.009220335551207246,0.0013341597514227033,0.08830938865430653,0.01686114429247391,45
46,0.0007471820572391152,0.07023405837826431,0.00944290551893937,0.0020534670911729336,0.1174602927826345,0.025951768434920815,46
47,0.0011044193524867296,0.0835814062692225,0.013957679387211102,0.0015264581888914108,0.08921378754079343,0.019291416752664374,47
48,0.0008647863869555295,0.07888293019495905,0.010929191978003655,0.0023609378840774298,0.10748980840668083,0.02983759200241766,48
49,0.0009359847754240036,0.07646728640422225,0.011828998991427944,0.0012159680482000113,0.07772580737248064,0.015367434592352949,49
50,0.0005334722809493542,0.059242242453619844,0.006742036023444962,0.0010692522628232837,0.0752420461177826,0.01351323682886723,50
51,0.0005284068756736815,0.05912919010967017,0.006678019304935879,0.0014009397709742188,0.0872195953130722,0.01770511184906645,51
52,0.000673487491440028,0.0672037615813315,0.00851155175400636,0.0012703608954325318,0.09104484748095275,0.016054852755498724,52
53,0.0007100250222720206,0.07166824651882053,0.008973313982099353,0.001330121187493205,0.07427929015830159,0.016810104820568814,53
54,0.0006407119799405336,0.06368404805660248,0.008097334020287963,0.0010560865048319101,0.07218708347529174,0.013346847650228302,54
55,0.000443529017502442,0.054319532322697345,0.0056053308114213,0.0009829900227487087,0.07391074600629509,0.01242305248224875,55
56,0.0004416900046635419,0.054190511740744116,0.005582089321187959,0.001156945014372468,0.08026493269018829,0.01462150001526461,56
57,0.0005195728153921664,0.05880912344902754,0.006566374230246584,0.0016542907105758786,0.10587690048851073,0.02090696735752572,57
58,0.00046385914902202785,0.05845163754187525,0.0058622635218191135,0.0011185900075361133,0.07801785098388792,0.014136768479991589,58
59,0.0004394581192173064,0.054779469226486986,0.005553882697121299,0.0014857988571748137,0.09427209360525013,0.01877756163068698,59
60,0.000538481050170958,0.05668758261948824,0.006805336974086822,0.0010497376788407564,0.06976865194737912,0.01326661102863145,60
61,0.0003712770121637732,0.0486895216209814,0.00469220816165107,0.0009227479458786547,0.06537144351750612,0.011661711608713087,61
62,0.00030726121622137725,0.04414630793966353,0.0038831749321361713,0.000944325583986938,0.06680485029704869,0.011934410338566523,62
63,0.00035702920285984874,0.04695834014564753,0.00451214399147284,0.001881674863398075,0.11586548198014499,0.02378065396549646,63
64,0.0007434849976561964,0.07058098266832531,0.009396181987503952,0.0013984902761876583,0.0962562671955675,0.01767415507271653,64
65,0.0008767449180595577,0.0777826679404825,0.011080324193059642,0.0022082929499447346,0.09093509274534882,0.027908458566205812,65
66,0.0009780164109542966,0.08128777398727835,0.012360195852050676,0.0017092929920181632,0.10450191699899733,0.0216020860941906,66
67,0.0007313875248655677,0.07374013119377196,0.009243293823939167,0.0013100005453452468,0.08644081676378847,0.016555819642086862,67
68,0.0003901554737240076,0.05137175850570202,0.004930794630810851,0.001286561950109899,0.07431633858941496,0.016259602089537657,68
69,0.00045896979281678796,0.057393899867311124,0.0058004717158633866,0.0015075694536790252,0.09902191436849535,0.019052698973572115,69
70,0.00046978809405118227,0.057152525531128054,0.00593719404513613,0.0009878556011244655,0.07305138132534922,0.012484543783401024,70
71,0.00039328771526925266,0.05102364893071354,0.004970379977765697,0.0010907996911555529,0.07412366026081145,0.013785553766816156,71
72,0.0003703924303408712,0.05089885630644858,0.004681028794458689,0.0016674944199621677,0.10015010696835816,0.021073836166842375,72
73,0.0005671907565556467,0.06331520592793823,0.007168170961119177,0.0010499394265934825,0.07535916418768465,0.013269160721774097,73
74,0.0003857051196973771,0.0508533784467727,0.004874550945363445,0.0011787285329774022,0.08316525206901133,0.014896800667981734,74
75,0.00038386310916393995,0.050829712478443985,0.004851271570191602,0.001335367327556014,0.08751965780742467,0.016876404198576347,75
76,0.0003508585214149207,0.04803832674399019,0.004434158765104803,0.0008576681138947606,0.06103619436733425,0.010839231065104833,76
77,0.0002546956529840827,0.03968239246867597,0.003218850029804162,0.0008385403780266643,0.06541721273213626,0.010597494261010434,77
78,0.0003096672589890659,0.04336056004744023,0.003913582560785289,0.0008940467960201204,0.06852706267498435,0.011298985759272183,78
79,0.00028902560006827116,0.04408422946929932,0.0036527127593028127,0.000818417058326304,0.06267829075455666,0.010343175243554287,79
80,0.00032822450157254934,0.047147432821802795,0.004148109456486418,0.0009698693174868822,0.06532429036684334,0.012257232681132156,80
81,0.0002781451912596822,0.04192502107936889,0.003515205880769645,0.0009687641286291182,0.07425508783198893,0.012243265276718013,81
82,0.0003135218285024166,0.045840166183188556,0.003962296706659254,0.0012133462587371469,0.07729404581710697,0.01533430035157653,82
83,0.0005119239795021713,0.05901973335072398,0.006469708051047928,0.0012778136879205704,0.0844812560454011,0.016149042804542116,83
84,0.0003075087442994118,0.044341648193076254,0.0038863031981745738,0.0011898658704012632,0.07878032689914108,0.015037554616777925,84
85,0.00035476937773637474,0.04845676874276251,0.004483584265066748,0.001146503142081201,0.07779024979099632,0.014489535372200772,85
86,0.00024172263510990888,0.03903039636556059,0.003054896705584906,0.0008149180794134736,0.06343708500266075,0.010298955060579465,86
87,0.00032458157511428,0.04788857029750943,0.004102070060833648,0.0016074585728347301,0.09265509347431362,0.020315101629949643,87
88,0.0005980772548355162,0.06329231469891966,0.0075585152985426255,0.0009426428587175906,0.0753265589196235,0.011913144014544378,88
89,0.00038891195436008275,0.05374215288553387,0.004915078634186648,0.0008834044565446675,0.06865254395641388,0.011164487606922922,89
90,0.00043605209793895483,0.05783468680456281,0.00551083731505496,0.0020259427838027477,0.11754878522828222,0.02560391555026872,90
91,0.0006451773806475103,0.06887529806233943,0.008153767866057753,0.0010899367043748498,0.06707939274609089,0.013774647318306962,91
92,0.0002983722952194512,0.042363616232760255,0.003770836526290805,0.0011112475767731667,0.07409470355138183,0.0140439746564487,92
93,0.00036860149702988565,0.04935495978221297,0.004658394934501121,0.0010964375687763095,0.07998886724933982,0.01385680540513422,93
94,0.0002676323929335922,0.04316845449618995,0.0033823448727045616,0.0015395201044157147,0.08501425020396709,0.019456493567608413,94
95,0.0003291964821983129,0.046764612277038396,0.004160393371934333,0.0011147258337587118,0.07298199911601842,0.014087931483928697,95
96,0.00029451408772729337,0.04318573714233935,0.003722076403549727,0.0016982988454401493,0.10259768723510206,0.021463143266143743,96
97,0.00032552549964748323,0.04740160360001028,0.004113999402682384,0.0011070547625422478,0.07130156306549908,0.013990985765377991,97
98,0.00032337356242351234,0.04518124377820641,0.00408680316624741,0.0012603392824530602,0.08363555856049061,0.015928200831383584,98
99,0.0003333461645524949,0.044452843149192636,0.004212837161268544,0.001018931739963591,0.07106382404454052,0.012877284802953365,99
100,0.0004589776508510113,0.05386508812196553,0.005800571025896352,0.0014447413850575686,0.0851890433114022,0.01825867774289218,100
101,0.0005033029592595994,0.06165191346779466,0.0063607553816968,0.0010390991810709238,0.07074732648208738,0.013132161427853863,101
102,0.00037221243837848306,0.05259465470910073,0.004704030101538229,0.0011942330747842789,0.08108289185911417,0.015092747454950586,102
103,0.0002564039023127407,0.043328246134333316,0.003240438927525975,0.0008339105406776071,0.06166730230674148,0.010538982260847115,103
104,0.00025149405701085925,0.037589844767935573,0.0031783881798546645,0.0013573516625910997,0.077755062058568,0.017154244245617883,104
105,0.0003622195217758417,0.04592614238150418,0.004577739371691132,0.0008289478719234467,0.06525677547790111,0.010476263929065317,105
106,0.00029383591026999056,0.043873430849052965,0.0037135055798898976,0.000951513065956533,0.06685239412821829,0.012025245915385313,106
